"No.","Time","Source","Destination","Protocol","Length","Info"
"10833","600.589486682","217.146.1.31","192.168.64.11","DoH","291","Standard query response 0x0000 HTTPS img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com SOA ns1-34.azure-dns.com OPT"
"10835","600.589486724","217.146.1.31","192.168.64.11","DoH","300","Standard query response 0x0000 HTTPS aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"10836","600.589486724","217.146.1.31","192.168.64.11","DoH","292","Standard query response 0x0000 HTTPS static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"10838","600.589794434","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA img-eu.kwcdn.com CNAME img-eu.kwcdn.com.cdn.cloudflare.net AAAA 2606:4700:4400::ac40:9869 AAAA 2606:4700:4400::6812:2397 OPT"
"10840","600.590491232","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA aimg.kwcdn.com OPT"
"10842","600.592387039","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A aimg.kwcdn.com OPT"
"10844","600.593115836","217.146.1.31","192.168.64.11","DoH","223","Standard query response 0x0000 A img-eu.kwcdn.com CNAME img-eu.kwcdn.com.cdn.cloudflare.net A 172.64.152.105 A 104.18.35.151 OPT"
"10847","600.594226846","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA img.kwcdn.com OPT"
"10848","600.594473889","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A img.kwcdn.com OPT"
"10853","600.595405647","217.146.1.31","192.168.64.11","DoH","246","Standard query response 0x0000 HTTPS img-eu.kwcdn.com CNAME img-eu.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"10857","600.604082051","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA static.kwcdn.com OPT"
"10858","600.604429512","192.168.64.11","217.146.1.31","DoH","898","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"10866","600.616514610","217.146.1.31","192.168.64.11","DoH","272","Standard query response 0x0000 A img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com A 151.101.131.52 A 151.101.195.52 A 151.101.3.52 A 151.101.67.52 OPT"
"10869","600.617051739","217.146.1.31","192.168.64.11","DoH","320","Standard query response 0x0000 AAAA img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com AAAA 2a04:4e42:400::820 AAAA 2a04:4e42:600::820 AAAA 2a04:4e42::820 AAAA 2a04:4e42:200::820 OPT"
"10872","600.618720045","217.146.1.31","192.168.64.11","DoH","263","Standard query response 0x0000 A aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net A 172.64.152.105 A 104.18.35.151 OPT"
"10874","600.619583177","217.146.1.31","192.168.64.11","DoH","287","Standard query response 0x0000 AAAA aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net AAAA 2606:4700:4400::ac40:9869 AAAA 2606:4700:4400::6812:2397 OPT"
"10882","600.631078895","217.146.1.31","192.168.64.11","DoH","293","Standard query response 0x0000 AAAA static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net AAAA 2606:4700:4400::ac40:9869 AAAA 2606:4700:4400::6812:2397 OPT"
"10884","600.631078937","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"10886","600.631078978","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10889","600.631109145","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10890","600.631109145","217.146.1.31","192.168.64.11","DoH","269","Standard query response 0x0000 A static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net A 104.18.35.151 A 172.64.152.105 OPT"
"11035","600.725336911","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS aimg.kwcdn.com OPT"
"11036","600.725808582","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS static.kwcdn.com OPT"
"11045","600.746519292","217.146.1.31","192.168.64.11","DoH","286","Standard query response 0x0000 HTTPS aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"11048","600.747455924","217.146.1.31","192.168.64.11","DoH","305","Standard query response 0x0000 HTTPS img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com SOA ns1-34.azure-dns.com OPT"
"11049","600.747455966","217.146.1.31","192.168.64.11","DoH","292","Standard query response 0x0000 HTTPS static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"11053","600.748444182","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA aimg.kwcdn.com OPT"
"11055","600.748587183","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A aimg.kwcdn.com OPT"
"11057","600.750116029","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA img.kwcdn.com OPT"
"11059","600.750479157","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A img.kwcdn.com OPT"
"11060","600.750723784","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 AAAA static.kwcdn.com OPT"
"11062","600.750864410","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A static.kwcdn.com OPT"
"11069","600.770519570","217.146.1.31","192.168.64.11","DoH","287","Standard query response 0x0000 AAAA aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net AAAA 2606:4700:4400::ac40:9869 AAAA 2606:4700:4400::6812:2397 OPT"
"11071","600.770519612","217.146.1.31","192.168.64.11","DoH","263","Standard query response 0x0000 A aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net A 172.64.152.105 A 104.18.35.151 OPT"
"11073","600.770519653","217.146.1.31","192.168.64.11","DoH","320","Standard query response 0x0000 AAAA img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com AAAA 2a04:4e42:400::820 AAAA 2a04:4e42:600::820 AAAA 2a04:4e42::820 AAAA 2a04:4e42:200::820 OPT"
"11075","600.770782239","217.146.1.31","192.168.64.11","DoH","272","Standard query response 0x0000 A img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com A 151.101.131.52 A 151.101.195.52 A 151.101.3.52 A 151.101.67.52 OPT"
"11081","600.772486794","217.146.1.31","192.168.64.11","DoH","307","Standard query response 0x0000 AAAA static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net AAAA 2606:4700:4400::ac40:9869 AAAA 2606:4700:4400::6812:2397 OPT"
"11082","600.772486794","217.146.1.31","192.168.64.11","DoH","269","Standard query response 0x0000 A static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net A 104.18.35.151 A 172.64.152.105 OPT"
"11128","600.822837287","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"11131","600.823502084","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"11132","600.823782961","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"11150","600.844113626","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"11153","600.844683256","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"11155","600.844781507","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"11200","600.985339899","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"11201","600.985703610","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"11220","601.005998775","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"11223","601.007026325","217.146.1.31","192.168.64.11","DoH","260","Standard query response 0x0000 A eu.pftk.temu.com CNAME pftk-eu.temu.com A 20.33.40.121 A 20.33.17.32 A 20.67.210.244 A 4.207.234.37 A 20.93.45.131 A 20.82.200.37 OPT"
"11225","601.007026367","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 HTTPS eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"11391","601.449559547","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"11392","601.449831549","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"11397","601.462841697","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.thtk.temu.com OPT"
"11398","601.463171241","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS eu.thtk.temu.com OPT"
"11402","601.473851078","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 HTTPS eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"11403","601.473851078","217.146.1.31","192.168.64.11","DoH","260","Standard query response 0x0000 A eu.pftk.temu.com CNAME pftk-eu.temu.com A 20.33.17.32 A 20.67.210.244 A 4.207.234.37 A 20.93.45.131 A 20.82.200.37 A 20.33.40.121 OPT"
"11405","601.473851120","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"11412","601.486418597","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA eu.thtk.temu.com CNAME thtk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"11414","601.486418638","217.146.1.31","192.168.64.11","DoH","340","Standard query response 0x0000 A eu.thtk.temu.com CNAME thtk-eu.temu.com A 20.157.217.74 A 20.33.68.17 A 20.157.27.150 A 20.105.125.8 A 20.157.27.24 A 20.33.27.34 A 20.33.81.64 A 20.223.34.138 A 4.207.236.117 A 20.54.31.175 A 20.93.45.64 OPT"
"11415","601.494557496","217.146.1.31","192.168.64.11","DoH","283","Standard query response 0x0000 HTTPS eu.thtk.temu.com CNAME thtk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"11422","601.503600736","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"11423","601.503961448","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS www.temu.com OPT"
"11444","601.526151086","217.146.1.31","192.168.64.11","DoH","274","Standard query response 0x0000 A www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net A 172.64.144.50 A 104.18.43.206 OPT"
"11446","601.526151128","217.146.1.31","192.168.64.11","DoH","297","Standard query response 0x0000 HTTPS www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"11449","601.528743816","217.146.1.31","192.168.64.11","DoH","297","Standard query response 0x0000 AAAA www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"11495","601.603230546","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"11496","601.603636883","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A www.temu.com OPT"
"11502","601.619770806","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"11503","601.619990307","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS www.temu.com OPT"
"11504","601.620223559","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A stun.l.google.com OPT"
"11506","601.620503478","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A stun1.l.google.com OPT"
"11507","601.620588146","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A stun2.l.google.com OPT"
"11509","601.620848523","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A stun3.l.google.com OPT"
"11510","601.620951649","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A stun4.l.google.com OPT"
"11516","601.625856397","217.146.1.31","192.168.64.11","DoH","297","Standard query response 0x0000 AAAA www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"11517","601.625883147","192.168.64.11","217.146.1.31","DoH","1314","Standard query 0x0000 A stun.voipstunt.com OPT"
"11520","601.629638636","217.146.1.31","192.168.64.11","DoH","274","Standard query response 0x0000 A www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net A 172.64.144.50 A 104.18.43.206 OPT"
"11524","601.640558975","217.146.1.31","192.168.64.11","DoH","297","Standard query response 0x0000 AAAA www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"11531","601.643930210","217.146.1.31","192.168.64.11","DoH","274","Standard query response 0x0000 A www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net A 172.64.144.50 A 104.18.43.206 OPT"
"11533","601.643930252","217.146.1.31","192.168.64.11","DoH","160","Standard query response 0x0000 A stun2.l.google.com A 74.125.250.129 OPT"
"11541","601.643960502","217.146.1.31","192.168.64.11","DoH","159","Standard query response 0x0000 A stun.l.google.com A 74.125.250.129 OPT"
"11550","601.645032428","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"11554","601.645756767","217.146.1.31","192.168.64.11","DoH","297","Standard query response 0x0000 HTTPS www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"11555","601.645911393","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"11561","601.649686507","217.146.1.31","192.168.64.11","DoH","209","Standard query response 0x0000 A stun.voipbuster.com A 77.72.169.213 A 77.72.169.211 A 77.72.169.212 A 77.72.169.210 OPT"
"11563","601.649686590","217.146.1.31","192.168.64.11","DoH","204","Standard query response 0x0000 A stun.ekiga.net CNAME stun.counterpath.com A 216.93.246.18 OPT"
"11564","601.649686590","217.146.1.31","192.168.64.11","DoH","212","Standard query response 0x0000 No such name A stun.ideasip.com SOA dns1.registrar-servers.com OPT"
"11567","601.650648182","217.146.1.31","192.168.64.11","DoH","242","Standard query response 0x0000 A stun.voipstunt.com A 77.72.169.213 A 77.72.169.211 A 77.72.169.212 A 77.72.169.210 OPT"
"11568","601.650648307","217.146.1.31","192.168.64.11","DoH","198","Standard query response 0x0000 A stun.schlund.de CNAME stun.1und1.de A 212.227.67.33 A 212.227.67.34 OPT"
"11579","601.659895882","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA stun.ideasip.com OPT"
"11585","601.665098382","217.146.1.31","192.168.64.11","DoH","160","Standard query response 0x0000 A stun1.l.google.com A 74.125.250.129 OPT"
"11587","601.665098424","217.146.1.31","192.168.64.11","DoH","160","Standard query response 0x0000 A stun3.l.google.com A 74.125.250.129 OPT"
"11589","601.665098466","217.146.1.31","192.168.64.11","DoH","160","Standard query response 0x0000 A stun4.l.google.com A 74.125.250.129 OPT"
"11600","601.667421818","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"11602","601.667421901","217.146.1.31","192.168.64.11","DoH","260","Standard query response 0x0000 A eu.pftk.temu.com CNAME pftk-eu.temu.com A 20.33.17.32 A 20.67.210.244 A 4.207.234.37 A 20.93.45.131 A 20.82.200.37 A 20.33.40.121 OPT"
"11605","601.667799196","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 HTTPS eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"11618","601.680726926","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"11620","601.680887177","217.146.1.31","192.168.64.11","DoH","212","Standard query response 0x0000 No such name AAAA stun.ideasip.com SOA dns1.registrar-servers.com OPT"
"11622","601.681675267","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS www.temu.com OPT"
"11627","601.684978377","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"11628","601.686429514","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"11636","601.693482863","217.146.1.31","192.168.64.11","DoH","213","Standard query response 0x0000 A stun.voiparound.com CNAME 825610.parkingcrew.net A 99.83.136.84 A 75.2.73.197 OPT"
"11654","601.705742796","217.146.1.31","192.168.64.11","DoH","311","Standard query response 0x0000 AAAA www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"11655","601.705742838","217.146.1.31","192.168.64.11","DoH","274","Standard query response 0x0000 A www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net A 172.64.144.50 A 104.18.43.206 OPT"
"11660","601.707164474","217.146.1.31","192.168.64.11","DoH","297","Standard query response 0x0000 HTTPS www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
